1025,A665,A66.5
1026,A666,A66.6
1027,A667,A66.7
1028,A668,A66.8
1029,A669,A66.9
1030,A670,A67.0
1031,A671,A67.1
1032,A672,A67.2
1033,A673,A67.3
1039,A679,A67.9
1040,A65,A65.
1048,A698,A69.8
1049,A699,A69.9
1100,B350,B35.0
1101,B351,B35.1
1102,B352,B35.2
1103,B356,B35.6
1104,B353,B35.3
1105,B354,B35.4
1105,B355,B35.5
1106,B358,B35.8
1108,B358,B35.8
1109,B359,B35.9
1110,B360,B36.0
1111,B361,B36.1
1112,B362,B36.2
1113,B363,B36.3
1118,B368,B36.8
1119,B369,B36.9
1120,B370,B37.0
1120,B3783,B37.83
1121,B373,B37.3
1122,B3742,B37.42
1122,B3749,B37.49
1123,B372,B37.2
1124,B371,B37.1
1125,B377,B37.7
11281,B376,B37.6
11282,B3784,B37.84
11283,B375,B37.5
11284,B3781,B37.81
11285,B3782,B37.82
11289,B3789,B37.89
1129,B379,B37.9
1140,B380,B38.0
1141,B383,B38.3
1142,B384,B38.4
1143,B3889,B38.89
1144,B381,B38.1
1145,B382,B38.2
1149,B389,B38.9
11500,B394,B39.4
11501,B394,B39.4
11501,G02,G02.
11502,B394,B39.4
11502,H32,H32.
11503,B394,B39.4
11503,I32,I32.
11504,B394,B39.4
11504,I39,I39.
11505,B392,B39.2
11509,B393,B39.3
11510,B395,B39.5
11511,B395,B39.5
11511,G02,G02.
11512,B395,B39.5
11512,H32,H32.
11513,B395,B39.5
11513,I32,I32.
11514,B395,B39.5
11514,I39,I39.
11515,B395,B39.5
11515,J17,J17.
11519,B395,B39.5
11590,B399,B39.9
11591,B399,B39.9
11591,G02,G02.
11592,B399,B39.9
11592,H32,H32.
11593,B399,B39.9
11593,I32,I32.
11594,B399,B39.9
11594,I39,I39.
11595,B399,B39.9
11595,J17,J17.
11599,B399,B39.9
1160,B409,B40.9
1161,B410,B41.0
1161,B419,B41.9
1162,B480,B48.0
1170,B481,B48.1
1171,B420,B42.0
1171,B421,B42.1
1171,B427,B42.7
1171,B429,B42.9
1172,B439,B43.9
1173,B449,B44.9
1174,B470,B47.0
1175,B450,B45.0
1175,B457,B45.7
1175,B459,B45.9
1176,B482,B48.2
1177,B469,B46.9
1178,B488,B48.8
1179,B488,B48.8
1179,B49,B49.
118,B488,B48.8
1200,B650,B65.0
1201,B651,B65.1
1202,B652,B65.2
1203,B653,B65.3
1208,B658,B65.8
1209,B659,B65.9
1210,B660,B66.0
1211,B661,B66.1
1212,B664,B66.4
1213,B663,B66.3
1214,B665,B66.5
1215,B668,B66.8
1216,B668,B66.8
1218,B662,B66.2
1218,B668,B66.8
1219,B669,B66.9
1220,B670,B67.0
1221,B671,B67.1
1222,B6731,B67.31
1223,B6739,B67.39
1224,B674,B67.4
1225,B675,B67.5
1226,B6769,B67.69
1227,B677,B67.7
1228,B678,B67.8
1229,B6790,B67.90
1229,B6799,B67.99
1230,B680,B68.0
1231,B699,B69.9
1232,B681,B68.1
1233,B689,B68.9
1234,B700,B70.0
1235,B701,B70.1
1236,B710,B71.0
1238,B711,B71.1
1238,B718,B71.8
1239,B719,B71.9
124,B75,B75.
1250,B740,B74.0
1251,B741,B74.1
1252,B743,B74.3
1253,B731,B73.1
1254,B748,B74.8
1255,B744,B74.4
1256,B748,B74.8
1257,B72,B72.
1259,B749,B74.9
1260,B760,B76.0
1261,B761,B76.1
1262,B760,B76.0
1263,B760,B76.0
1268,B760,B76.0
1269,B768,B76.8
1269,B769,B76.9
1270,B7781,B77.81
1270,B779,B77.9
1271,B810,B81.0
1272,B789,B78.9
1273,B79,B79.
1274,B80,B80.
1275,B811,B81.1
1276,B812,B81.2
1277,B818,B81.8
1278,B814,B81.4
1279,B820,B82.0
1280,B830,B83.0
1281,B831,B83.1
1288,B832,B83.2
1288,B838,B83.8
1289,B839,B83.9
129,B829,B82.9
1300,B582,B58.2
1301,B5809,B58.09
1302,B5801,B58.01
1303,B5881,B58.81
1304,B583,B58.3
1305,B581,B58.1
1307,B5889,B58.89
1308,B5889,B58.89
1309,B589,B58.9
13100,A5900,A59.00
13101,A5901,A59.01
13102,A5903,A59.03
13103,A5902,A59.02
13109,A5909,A59.09
1318,A598,A59.8
1319,A599,A59.9
1320,B850,B85.0
1321,B851,B85.1
1322,B853,B85.3
1323,B854,B85.4
1329,B852,B85.2
1330,B86,B86.
1338,B880,B88.0
1339,B889,B88.9
1340,B879,B87.9
1341,B882,B88.2
1342,B834,B83.4
1342,B883,B88.3
1348,B888,B88.8
1349,B889,B88.9
135,D869,D86.9
1360,L946,L94.6
1361,M352,M35.2
13621,B6011,B60.11
13629,B6019,B60.19
13629,B602,B60.2
1363,B59,B59.
1364,B608,B60.8
1365,A078,A07.8
1368,B608,B60.8
1368,B998,B99.8
1369,B89,B89.
1369,B999,B99.9
1370,B909,B90.9
1371,B900,B90.0
1372,B901,B90.1
1373,B902,B90.2
1374,B908,B90.8
138,B91,B91.
138,G14,G14.
1390,B941,B94.1
1391,B940,B94.0
1398,B948,B94.8
1398,B949,B94.9
1400,C000,C00.0
1401,C001,C00.1
1403,C003,C00.3
1404,C004,C00.4
1405,C005,C00.5
1406,C006,C00.6
1408,C008,C00.8
1409,C002,C00.2
1410,C01,C01.
1411,C020,C02.0
1412,C021,C02.1
1413,C022,C02.2
1414,C023,C02.3
1415,C028,C02.8
1416,C024,C02.4
1418,C028,C02.8
1419,C029,C02.9
1420,C07,C07.
1421,C080,C08.0
1422,C081,C08.1
1428,C089,C08.9
1429,C089,C08.9
1430,C030,C03.0
1431,C031,C03.1
1438,C039,C03.9
1439,C039,C03.9
1440,C040,C04.0
1441,C041,C04.1
1448,C048,C04.8
1449,C049,C04.9
1450,C060,C06.0
1451,C061,C06.1
1452,C050,C05.0
1453,C051,C05.1
1454,C052,C05.2
1455,C059,C05.9
1456,C062,C06.2
1458,C0689,C06.89
1459,C069,C06.9
1460,C099,C09.9
1461,C090,C09.0
1462,C091,C09.1
1463,C100,C10.0
1464,C101,C10.1
1465,C108,C10.8
1466,C102,C10.2
1467,C103,C10.3
1468,C104,C10.4
1468,C108,C10.8
1469,C109,C10.9
1470,C110,C11.0
1471,C111,C11.1
1472,C112,C11.2
1473,C113,C11.3
1478,C118,C11.8
1479,C119,C11.9
1480,C130,C13.0
1481,C12,C12.
1482,C131,C13.1
1483,C132,C13.2
1488,C138,C13.8
1489,C139,C13.9
1490,C140,C14.0
1491,C142,C14.2
1498,C148,C14.8
1499,C148,C14.8
1500,C153,C15.3
1501,C154,C15.4
1502,C155,C15.5
1503,C153,C15.3
1504,C154,C15.4
1505,C155,C15.5
1508,C158,C15.8
1509,C159,C15.9
1510,C160,C16.0
1511,C164,C16.4
1512,C163,C16.3
1513,C161,C16.1
1514,C162,C16.2
1515,C165,C16.5
1516,C166,C16.6
1518,C168,C16.8
1519,C169,C16.9
1520,C170,C17.0
1521,C171,C17.1
1522,C172,C17.2
1523,C173,C17.3
1528,C178,C17.8
1529,C179,C17.9
1530,C183,C18.3
1531,C184,C18.4
1532,C186,C18.6
1533,C187,C18.7
1534,C180,C18.0
1535,C181,C18.1
1536,C182,C18.2
1537,C185,C18.5
1538,C188,C18.8
1539,C189,C18.9
1540,C19,C19.
1541,C20,C20.
1542,C211,C21.1
1543,C210,C21.0
1548,C218,C21.8
1550,C220,C22.0
1550,C222,C22.2
1550,C227,C22.7
1550,C228,C22.8
1551,C221,C22.1
1552,C229,C22.9
1560,C23,C23.
1561,C240,C24.0
1562,C241,C24.1
1568,C248,C24.8
1569,C249,C24.9
1570,C250,C25.0
1571,C251,C25.1
1572,C252,C25.2
1573,C253,C25.3
1574,C254,C25.4
1578,C257,C25.7
1578,C258,C25.8
1579,C259,C25.9
1580,C480,C48.0
1588,C481,C48.1
1588,C488,C48.8
1589,C482,C48.2
1590,C260,C26.0
1591,C261,C26.1
1598,C269,C26.9
1599,C269,C26.9
1600,C300,C30.0
1601,C301,C30.1
1602,C310,C31.0
1603,C311,C31.1
1604,C312,C31.2
1605,C313,C31.3
1608,C318,C31.8
1609,C319,C31.9
1610,C320,C32.0
1611,C321,C32.1
1612,C322,C32.2
1613,C323,C32.3
1618,C328,C32.8
1619,C329,C32.9
1620,C33,C33.
1622,C3400,C34.00
1623,C3410,C34.10
1624,C342,C34.2
1625,C3430,C34.30
1628,C3480,C34.80
1629,C3490,C34.90
1630,C384,C38.4
1631,C384,C38.4
1638,C384,C38.4
1639,C384,C38.4
1640,C37,C37.
1641,C380,C38.0
1642,C381,C38.1
1643,C382,C38.2
1648,C388,C38.8
1649,C383,C38.3
1650,C390,C39.0
1658,C399,C39.9
1659,C399,C39.9
1700,C410,C41.0
1701,C411,C41.1
1702,C412,C41.2
1703,C413,C41.3
1704,C4000,C40.00
1705,C4010,C40.10
1706,C414,C41.4
1707,C4020,C40.20
1708,C4030,C40.30
1709,C419,C41.9
1710,C490,C49.0
1712,C4910,C49.10
1713,C4920,C49.20
1714,C493,C49.3
1715,C494,C49.4
1715,C49A0,C49.A0
1715,C49A1,C49.A1
1715,C49A2,C49.A2
1715,C49A3,C49.A3
1715,C49A4,C49.A4
1715,C49A5,C49.A5
1715,C49A9,C49.A9
1716,C495,C49.5
1717,C496,C49.6
1718,C478,C47.8
1718,C498,C49.8
1719,C499,C49.9
1720,C430,C43.0
1720,D030,D03.0
1721,C4310,C43.10
1721,D0310,D03.10
1721,D0311,D03.11
1721,D0312,D03.12
1722,C4320,C43.20
1722,D0320,D03.20
1722,D0321,D03.21
1722,D0322,D03.22
1723,C4330,C43.30
1723,C4331,C43.31
1723,C4339,C43.39
1723,D0330,D03.30
1723,D0339,D03.39
1724,C434,C43.4
1724,D034,D03.4
1725,C4359,C43.59
1725,D0351,D03.51
1725,D0352,D03.52
1725,D0359,D03.59
1726,C4360,C43.60
1726,D0360,D03.60
1726,D0361,D03.61
1726,D0362,D03.62
1727,C4370,C43.70
1727,D0370,D03.70
1727,D0371,D03.71
1727,D0372,D03.72
1728,C438,C43.8
1728,D038,D03.8
1729,C439,C43.9
1729,D039,D03.9
17300,C4400,C44.00
17301,C4401,C44.01
17302,C4402,C44.02
17309,C4409,C44.09
17310,C44101,C44.101
17311,C44111,C44.111
17312,C44121,C44.121
17319,C44191,C44.191
17320,C44201,C44.201
17321,C44211,C44.211
17322,C44221,C44.221
17329,C44291,C44.291
17330,C44300,C44.300
17330,C44301,C44.301
17330,C44309,C44.309
17331,C44310,C44.310
17331,C44311,C44.311
17331,C44319,C44.319
17332,C44320,C44.320
17332,C44321,C44.321
17332,C44329,C44.329
17339,C44390,C44.390
17339,C44391,C44.391
17339,C44399,C44.399
17340,C4440,C44.40
17341,C4441,C44.41
17342,C4442,C44.42
17349,C4449,C44.49
17350,C44500,C44.500
17350,C44501,C44.501
17350,C44509,C44.509
17351,C44510,C44.510
17351,C44511,C44.511
17351,C44519,C44.519
17352,C44520,C44.520
17352,C44521,C44.521
17352,C44529,C44.529
17359,C44590,C44.590
17359,C44591,C44.591
17359,C44599,C44.599
17360,C44601,C44.601
17361,C44611,C44.611
17362,C44621,C44.621
17369,C44691,C44.691
17370,C44701,C44.701
17371,C44711,C44.711
17372,C44721,C44.721
17379,C44791,C44.791
17380,C4480,C44.80
17381,C4481,C44.81
17382,C4482,C44.82
17389,C4489,C44.89
17390,C4490,C44.90
17391,C4491,C44.91
17392,C4492,C44.92
17399,C4499,C44.99
1740,C50019,C50.019
1741,C50119,C50.119
1742,C50219,C50.219
1743,C50319,C50.319
1744,C50419,C50.419
1745,C50519,C50.519
1746,C50619,C50.619
1748,C50819,C50.819
1749,C50919,C50.919
1750,C50029,C50.029
1759,C50929,C50.929
1760,C460,C46.0
1761,C461,C46.1
1762,C462,C46.2
1763,C464,C46.4
1764,C4650,C46.50
1765,C463,C46.3
1768,C467,C46.7
1769,C469,C46.9
179,C55,C55.
1800,C530,C53.0
1801,C531,C53.1
1808,C538,C53.8
1809,C539,C53.9
181,C58,C58.
1820,C541,C54.1
1820,C542,C54.2
1820,C543,C54.3
1820,C549,C54.9
1821,C540,C54.0
1828,C548,C54.8
1830,C569,C56.9
1832,C5700,C57.00
1833,C5710,C57.10
1834,C573,C57.3
1835,C5720,C57.20
1838,C574,C57.4
1839,C574,C57.4
1840,C52,C52.
1841,C510,C51.0
1842,C511,C51.1
1843,C512,C51.2
1844,C519,C51.9
1848,C577,C57.7
1848,C578,C57.8
1849,C579,C57.9
185,C61,C61.
1860,C6200,C62.00
1869,C6210,C62.10
1869,C6290,C62.90
1871,C600,C60.0
1872,C601,C60.1
1873,C602,C60.2
1874,C609,C60.9
1875,C6300,C63.00
1876,C6310,C63.10
1877,C632,C63.2
1878,C608,C60.8
1878,C637,C63.7
1878,C638,C63.8
1879,C639,C63.9
1880,C670,C67.0
1881,C671,C67.1
1882,C672,C67.2
1883,C673,C67.3
1884,C674,C67.4
1885,C675,C67.5
1886,C676,C67.6
1887,C677,C67.7
1888,C678,C67.8
1889,C679,C67.9
1890,C649,C64.9
1891,C659,C65.9
1892,C669,C66.9
1893,C680,C68.0
1894,C681,C68.1
1898,C688,C68.8
1899,C689,C68.9
1900,C6940,C69.40
1901,C6960,C69.60
1902,C6950,C69.50
1903,C6900,C69.00
1904,C6910,C69.10
1905,C6920,C69.20
1906,C6930,C69.30
1907,C6950,C69.50
1908,C6980,C69.80
1909,C6990,C69.90
1910,C710,C71.0
1911,C711,C71.1
1912,C712,C71.2
1913,C713,C71.3
1914,C714,C71.4
1915,C715,C71.5
1916,C716,C71.6
1917,C717,C71.7
1918,C718,C71.8
1919,C719,C71.9
1920,C7250,C72.50
1921,C700,C70.0
1921,C709,C70.9
1922,C720,C72.0
1922,C721,C72.1
1923,C701,C70.1
1928,C729,C72.9
1929,C729,C72.9
193,C73,C73.
1940,C7490,C74.90
1941,C750,C75.0
1943,C751,C75.1
1943,C752,C75.2
1944,C753,C75.3
1945,C754,C75.4
1946,C755,C75.5
1948,C758,C75.8
1949,C759,C75.9
1950,C760,C76.0
1951,C761,C76.1
1952,C762,C76.2
1953,C763,C76.3
1954,C7640,C76.40
1955,C7650,C76.50
1958,C768,C76.8
1960,C770,C77.0
1961,C771,C77.1
1962,C772,C77.2
1963,C773,C77.3
1965,C774,C77.4
1966,C775,C77.5
1968,C778,C77.8
1969,C779,C77.9
1970,C7800,C78.00
1971,C781,C78.1
1972,C782,C78.2
1973,C7839,C78.39
1974,C784,C78.4
1975,C785,C78.5
1976,C786,C78.6
1977,C787,C78.7
1978,C787,C78.7
1978,C7889,C78.89
1980,C7900,C79.00
1981,C7911,C79.11
1981,C7919,C79.19
1982,C792,C79.2
1983,C7931,C79.31
1984,C7932,C79.32
1984,C7949,C79.49
1985,C7951,C79.51
1985,C7952,C79.52
1986,C7960,C79.60
1987,C7970,C79.70
19881,C7981,C79.81
19882,C7982,C79.82
19889,C7989,C79.89
1990,C800,C80.0
1991,C801,C80.1
1992,C802,C80.2
20000,C8330,C83.30
20000,C8339,C83.39
20001,C8331,C83.31
20002,C8332,C83.32
20003,C8333,C83.33
20004,C8334,C83.34
20005,C8335,C83.35
20006,C8336,C83.36
20007,C8337,C83.37
20008,C8338,C83.38
20010,C8350,C83.50
20010,C8359,C83.59
20011,C8351,C83.51
20012,C8352,C83.52
20013,C8353,C83.53
20014,C8354,C83.54
20015,C8355,C83.55
20016,C8356,C83.56
20017,C8357,C83.57
20018,C8358,C83.58
20020,C8370,C83.70
20020,C8379,C83.79
20021,C8371,C83.71
20022,C8372,C83.72
20023,C8373,C83.73
20024,C8374,C83.74
20025,C8375,C83.75
20026,C8376,C83.76
20027,C8377,C83.77
20028,C8378,C83.78
20030,C8380,C83.80
20030,C8389,C83.89
20031,C8381,C83.81
20032,C8382,C83.82
20033,C8383,C83.83
20034,C8384,C83.84
20035,C8385,C83.85
20036,C8386,C83.86
20037,C8387,C83.87
20038,C8388,C83.88
20040,C8310,C83.10
20040,C8319,C83.19
20041,C8311,C83.11
20042,C8312,C83.12
20043,C8313,C83.13
20044,C8314,C83.14
20045,C8315,C83.15
20046,C8316,C83.16
20047,C8317,C83.17
20048,C8318,C83.18
20050,C8339,C83.39
20050,C8380,C83.80
20050,C8389,C83.89
20051,C8331,C83.31
20051,C8381,C83.81
20052,C8332,C83.32
20052,C8382,C83.82
20053,C8333,C83.33
20053,C8383,C83.83
20054,C8334,C83.34
20054,C8384,C83.84
20055,C8335,C83.35
20055,C8385,C83.85
20056,C8336,C83.36
20056,C8386,C83.86
20057,C8337,C83.37
20057,C8387,C83.87
20058,C8338,C83.38
20058,C8388,C83.88
20060,C8460,C84.60
20060,C8469,C84.69
20060,C8470,C84.70
20060,C8479,C84.79
20061,C8461,C84.61
20061,C8471,C84.71
20062,C8462,C84.62
20062,C8472,C84.72
20063,C8463,C84.63
20063,C8473,C84.73
20064,C8464,C84.64
20064,C8474,C84.74
20065,C8465,C84.65
20065,C8475,C84.75
20066,C8466,C84.66
20066,C8476,C84.76
20067,C8467,C84.67
20067,C8477,C84.77
20068,C8468,C84.68
20068,C8478,C84.78
20070,C8339,C83.39
20071,C8331,C83.31
20072,C8332,C83.32
20073,C8333,C83.33
20074,C8334,C83.34
20075,C8335,C83.35
20076,C8336,C83.36
20077,C8337,C83.37
20078,C8338,C83.38
20080,C8380,C83.80
20080,C8389,C83.89
20081,C8381,C83.81
20082,C8382,C83.82
20083,C8383,C83.83
20084,C8384,C83.84
20085,C8385,C83.85
20086,C8386,C83.86
20087,C8387,C83.87
20088,C8388,C83.88
20100,C8170,C81.70
20100,C8179,C81.79
20101,C8171,C81.71
20102,C8172,C81.72
20103,C8173,C81.73
20104,C8174,C81.74
20105,C8175,C81.75
20106,C8176,C81.76
20107,C8177,C81.77
20108,C8178,C81.78
20110,C8179,C81.79
20111,C8171,C81.71
20112,C8172,C81.72
20113,C8173,C81.73
20114,C8174,C81.74
20115,C8175,C81.75
20116,C8176,C81.76
20117,C8177,C81.77
20118,C8178,C81.78
20120,C8179,C81.79
20121,C8171,C81.71
20122,C8172,C81.72
20123,C8173,C81.73
20124,C8174,C81.74
20125,C8175,C81.75
20126,C8176,C81.76
20127,C8177,C81.77
20128,C8178,C81.78
20140,C8100,C81.00
20140,C8109,C81.09
20140,C8140,C81.40
20140,C8149,C81.49
20141,C8101,C81.01
20141,C8141,C81.41
20142,C8102,C81.02
20142,C8142,C81.42
20143,C8103,C81.03
20143,C8143,C81.43
20144,C8104,C81.04
20144,C8144,C81.44
20145,C8105,C81.05
20145,C8145,C81.45
20146,C8106,C81.06
20146,C8146,C81.46
20147,C8107,C81.07
20147,C8147,C81.47
20148,C8108,C81.08
20148,C8148,C81.48
20150,C8110,C81.10
20150,C8119,C81.19
20151,C8111,C81.11
20152,C8112,C81.12
20153,C8113,C81.13
20154,C8114,C81.14
20155,C8115,C81.15
20156,C8116,C81.16
20157,C8117,C81.17
20158,C8118,C81.18
20160,C8120,C81.20
20160,C8129,C81.29
20161,C8121,C81.21
20162,C8122,C81.22
20163,C8123,C81.23
20164,C8124,C81.24
20165,C8125,C81.25
20166,C8126,C81.26
20167,C8127,C81.27
20168,C8128,C81.28
20170,C8130,C81.30
20170,C8139,C81.39
20171,C8131,C81.31
20172,C8132,C81.32
20173,C8133,C81.33
20174,C8134,C81.34
20175,C8135,C81.35
20176,C8136,C81.36
20177,C8137,C81.37
20178,C8138,C81.38
20190,C8190,C81.90
20190,C8199,C81.99
20191,C8191,C81.91
20192,C8192,C81.92
20193,C8193,C81.93
20194,C8194,C81.94
20195,C8195,C81.95
20196,C8196,C81.96
20197,C8197,C81.97
20198,C8198,C81.98
20200,C8290,C82.90
20200,C8299,C82.99
20201,C8291,C82.91
20202,C8292,C82.92
20203,C8293,C82.93
20204,C8294,C82.94
20205,C8295,C82.95
20206,C8296,C82.96
20207,C8297,C82.97
20208,C8298,C82.98
20210,C8400,C84.00
20210,C8409,C84.09
20211,C8401,C84.01
20212,C8402,C84.02
20213,C8403,C84.03
20214,C8404,C84.04
20215,C8405,C84.05
20216,C8406,C84.06
20217,C8407,C84.07
20218,C8408,C84.08
20220,C8410,C84.10
20220,C8419,C84.19
20221,C8411,C84.11
20222,C8412,C84.12
20223,C8413,C84.13
20224,C8414,C84.14
20225,C8415,C84.15
20226,C8416,C84.16
20227,C8417,C84.17
20228,C8418,C84.18
20230,C96A,C96.A
20231,C96A,C96.A
20232,C96A,C96.A
20233,C96A,C96.A
20234,C96A,C96.A
20235,C96A,C96.A
20236,C96A,C96.A
20237,C96A,C96.A
20238,C96A,C96.A
20240,C9140,C91.40
20240,C9141,C91.41
20241,C9140,C91.40
20242,C9140,C91.40
20243,C9140,C91.40
20244,C9140,C91.40
20245,C9140,C91.40
20246,C9140,C91.40
20247,C9140,C91.40
20248,C9140,C91.40
20250,C960,C96.0
20251,C960,C96.0
20252,C960,C96.0
20253,C960,C96.0
20254,C960,C96.0
20255,C960,C96.0
20256,C960,C96.0
20257,C960,C96.0
20258,C960,C96.0
20260,C9620,C96.20
20260,C9621,C96.21
20260,C9622,C96.22
20260,C9629,C96.29
20261,C9620,C96.20
20261,C9621,C96.21
20261,C9622,C96.22
20261,C9629,C96.29
20262,C9620,C96.20
20262,C9621,C96.21
20262,C9622,C96.22
20262,C9629,C96.29
20263,C9620,C96.20
20263,C9621,C96.21
20263,C9622,C96.22
20263,C9629,C96.29
20264,C9620,C96.20
20264,C9621,C96.21
20264,C9622,C96.22
20264,C9629,C96.29
20265,C9620,C96.20
20265,C9621,C96.21
20265,C9622,C96.22
20265,C9629,C96.29
20266,C9620,C96.20
20266,C9621,C96.21
20266,C9622,C96.22
20266,C9629,C96.29
20267,C9620,C96.20
20267,C9621,C96.21
20267,C9622,C96.22
20267,C9629,C96.29
20268,C9620,C96.20
20268,C9621,C96.21
20268,C9622,C96.22
20268,C9629,C96.29
20270,C8440,C84.40
20270,C8449,C84.49
20271,C8441,C84.41
20272,C8442,C84.42
20273,C8443,C84.43
20274,C8444,C84.44
20275,C8445,C84.45
20276,C8446,C84.46
20277,C8447,C84.47
20278,C8448,C84.48
20280,C8580,C85.80
20280,C8589,C85.89
20281,C8581,C85.81
20282,C8582,C85.82
20283,C8493,C84.93
20283,C8583,C85.83
20284,C8584,C85.84
20285,C8585,C85.85
20286,C8586,C85.86
20287,C8587,C85.87
20288,C8588,C85.88
20290,C964,C96.4
20290,C969,C96.9
20290,C96Z,C96.Z
20291,C969,C96.9
20291,C96Z,C96.Z
20292,C969,C96.9
20292,C96Z,C96.Z
20293,C969,C96.9
20293,C96Z,C96.Z
20294,C969,C96.9
20294,C96Z,C96.Z
20295,C969,C96.9
20295,C96Z,C96.Z
20296,C969,C96.9
20296,C96Z,C96.Z
20297,C969,C96.9
20297,C96Z,C96.Z
20298,C969,C96.9
20298,C96Z,C96.Z
20300,C9000,C90.00
20301,C9001,C90.01
20302,C9002,C90.02
20310,C9010,C90.10
20311,C9011,C90.11
20312,C9012,C90.12
20380,C888,C88.8
20380,C9020,C90.20
20380,C9030,C90.30
20381,C9021,C90.21
20381,C9031,C90.31
20382,C888,C88.8
20382,C9022,C90.22
20382,C9032,C90.32
20400,C9100,C91.00
20401,C9101,C91.01
20402,C9102,C91.02
20410,C9110,C91.10
20411,C9111,C91.11
20412,C9112,C91.12
20420,C91Z0,C91.Z0
20421,C91Z1,C91.Z1
20422,C91Z2,C91.Z2
20480,C91Z0,C91.Z0
20481,C91Z1,C91.Z1
20482,C91Z2,C91.Z2
20490,C9190,C91.90
20491,C9191,C91.91
20492,C9192,C91.92
20500,C9200,C92.00
20500,C9240,C92.40
20500,C9250,C92.50
20501,C9201,C92.01
20501,C9241,C92.41
20501,C9251,C92.51
20502,C9202,C92.02
20502,C9242,C92.42
20502,C9252,C92.52
20510,C9210,C92.10
20511,C9211,C92.11
20512,C9212,C92.12
20520,C9220,C92.20
20521,C9221,C92.21
20522,C9222,C92.22
20530,C9230,C92.30
20531,C9231,C92.31
20532,C9232,C92.32
20580,C92Z0,C92.Z0
20581,C92Z1,C92.Z1
20582,C92Z2,C92.Z2
20590,C9290,C92.90
20591,C9291,C92.91
20592,C9292,C92.92
20600,C9300,C93.00
20601,C9301,C93.01
20602,C9302,C93.02
20610,C9310,C93.10
20611,C9311,C93.11
20612,C9312,C93.12
20620,C9390,C93.90
20621,C9391,C93.91
20622,C9392,C93.92
20680,C93Z0,C93.Z0
20681,C93Z1,C93.Z1
20682,C93Z2,C93.Z2
20690,C9390,C93.90
20691,C9391,C93.91
20692,C9392,C93.92
20700,C9400,C94.00
20701,C9401,C94.01
20702,C9402,C94.02
20710,D45,D45.
20711,D45,D45.
20712,D45,D45.
20720,C9420,C94.20
20721,C9421,C94.21
20722,C9422,C94.22
20780,C9430,C94.30
20780,C9480,C94.80
20781,C9431,C94.31
20781,C9481,C94.81
20782,C9432,C94.32
20782,C9482,C94.82
20800,C9500,C95.00
20801,C9501,C95.01
20802,C9502,C95.02
20810,C9510,C95.10
20811,C9511,C95.11
20812,C9512,C95.12
20820,C9590,C95.90
20821,C9591,C95.91
20822,C9592,C95.92
20880,C9590,C95.90
20881,C9591,C95.91
20882,C9592,C95.92
20890,C9590,C95.90
20891,C9591,C95.91
20892,C9592,C95.92
20900,C7A019,C7A.019
20901,C7A010,C7A.010
20902,C7A011,C7A.011
20903,C7A012,C7A.012
20910,C7A029,C7A.029
20911,C7A020,C7A.020
20912,C7A021,C7A.021
20913,C7A022,C7A.022
20914,C7A023,C7A.023
20915,C7A024,C7A.024
20916,C7A025,C7A.025
20917,C7A026,C7A.026
20920,C7A00,C7A.00
20921,C7A090,C7A.090
20922,C7A091,C7A.091
20923,C7A092,C7A.092
20924,C7A093,C7A.093
20925,C7A094,C7A.094
20926,C7A095,C7A.095
20927,C7A096,C7A.096
20929,C7A098,C7A.098
20930,C7A1,C7A.1
20931,C4A0,C4A.0
20931,C4A10,C4A.10
20931,C4A20,C4A.20
20931,C4A30,C4A.30
20931,C4A39,C4A.39
20932,C4A4,C4A.4
20933,C4A60,C4A.60
20934,C4A70,C4A.70
20935,C4A59,C4A.59
20936,C4A8,C4A.8
20936,C4A9,C4A.9
20940,D3A019,D3A.019
20941,D3A010,D3A.010
20942,D3A011,D3A.011
20943,D3A012,D3A.012
20950,D3A029,D3A.029
20951,D3A020,D3A.020
20952,D3A021,D3A.021
20953,D3A022,D3A.022
20954,D3A023,D3A.023
20955,D3A024,D3A.024
20956,D3A025,D3A.025
20957,D3A026,D3A.026
20960,D3A00,D3A.00
20961,D3A090,D3A.090
20962,D3A091,D3A.091
20963,D3A092,D3A.092
20964,D3A093,D3A.093
20965,D3A094,D3A.094
20966,D3A095,D3A.095
20967,D3A096,D3A.096
20969,D3A098,D3A.098
20970,C7B00,C7B.00
20971,C7B01,C7B.01
20972,C7B02,C7B.02
20973,C7B03,C7B.03
20974,C7B04,C7B.04
20975,C7B1,C7B.1
20979,C7B09,C7B.09
20979,C7B8,C7B.8
2100,D100,D10.0
2101,D101,D10.1
2102,D119,D11.9
2103,D102,D10.2
2104,D1030,D10.30
2104,D1039,D10.39
2105,D104,D10.4
2106,D105,D10.5
2107,D106,D10.6
2108,D107,D10.7
2109,D109,D10.9
2110,D130,D13.0
2111,D131,D13.1
2111,K317,K31.7
2112,D132,D13.2
2112,D1330,D13.30
2112,D1339,D13.39
2113,D120,D12.0
2113,D121,D12.1
2113,D126,D12.6
2113,K635,K63.5
2114,D127,D12.7
2114,D128,D12.8
2114,D129,D12.9
2115,D134,D13.4
2115,D135,D13.5
2116,D136,D13.6
2117,D137,D13.7
2118,D200,D20.0
2118,D201,D20.1
2119,D139,D13.9
2120,D140,D14.0
2121,D141,D14.1
2122,D142,D14.2
2123,D1430,D14.30
2124,D190,D19.0
2125,D152,D15.2
2126,D150,D15.0
