10ClassKind,icd10Code,11ClassKind,icd11Code
category,B83.3,category,1F6C
category,B83.4,category,1F9Z
category,B83.8,category,1F9Z
category,B83.9,category,1F9Z
block,B85-B89,category,1G0Z
category,B85,category,1G00.Z
category,B85,category,1G03
category,B85.0,category,1G00.0
category,B85.1,category,1G00.1
category,B85.2,category,1G00.Z
category,B85.3,category,1G03
category,B85.4,category,1G00.Z
category,B85.4,category,1G03
category,B86,category,1G04
category,B87,category,1G01.Z
category,B87.0,category,1G01.3
category,B87.1,category,1G01.3
category,B87.2,category,1G01.0
category,B87.3,category,1G01.1
category,B87.4,category,1G01.Z
category,B87.8,category,1G01.Z
category,B87.9,category,1G01.Z
category,B88,category,1G0Z
category,B88.0,category,NE61
category,B88.0,category,1G07.0
category,B88.1,category,1G05
category,B88.2,category,1G0Z
category,B88.3,category,1G02
category,B88.8,category,1G06
category,B88.9,category,1G07
category,B89,category,1G2Z
block,B90-B94,category,1H0Z
category,B90,category,1G80
category,B90.0,category,1B11.Z
category,B90.1,category,1B12.5
category,B90.2,category,1B12.4Z
category,B90.8,category,1B12
category,B90.9,category,1B10.Z
category,B91,category,1G83
category,B92,category,1G82
category,B94,category,1H0Z
category,B94.0,category,1C23.Z
category,B94.1,category,1C80
category,B94.2,category,1E5Z
category,B94.8,category,1H0Z
category,B94.9,category,1H0Z
block,B95-B98,,
category,B95,category,XN2QM
category,B95,category,XN3NM
category,B95,category,XN9ZG
category,B95.0,category,XN6LP
category,B95.1,category,XN2M1
category,B95.2,category,XN5KC
category,B95.3,category,XN3PW
category,B95.4,category,XN3NM
category,B95.5,category,XN3NM
category,B95.6,category,XN6BM
category,B95.6,category,1B5Z
category,B95.7,category,XN9ZG
category,B95.7,category,XN4C9
category,B95.7,category,XN09P
category,B95.7,category,XN6FH
category,B95.7,category,XN2GD
category,B95.7,category,XN4N7
category,B95.7,category,XN95B
category,B95.7,category,XN0PR
category,B95.7,category,XN0H1
category,B95.7,category,XN99G
category,B95.7,category,XN7TQ
category,B95.7,category,XN8WC
category,B95.7,category,XN7RE
category,B95.7,category,XN2HN
category,B95.7,category,XN9X8
category,B95.7,category,XN8KJ
category,B95.8,category,XN9ZG
category,B96,,
category,B96.0,category,XN4NV
category,B96.1,category,XN741
category,B96.2,category,XN6P4
category,B96.3,category,XN1P6
category,B96.4,category,XN3BS
category,B96.5,category,XN022
category,B96.6,category,XN2R7
category,B96.7,category,XN7J5
category,B96.8,block,
category,B96.8,block,
category,B96.8,category,1C4Z
category,B97,block,
category,B97.0,category,XN000
category,B97.1,category,XN2P0
category,B97.2,category,XN83D
category,B97.3,category,XN6FR
category,B97.4,category,XN275
category,B97.5,category,XN22T
category,B97.6,category,XN7X8
category,B97.7,category,XN8JY
category,B97.8,block,
category,B98,block,
category,B98,block,
category,B98,block,
category,B98,block,
category,B98,block,
category,B98,block,
category,B98.0,category,XN3DY
category,B98.1,category,XN44G
block,B99-B99,category,1H0Z
category,B99,category,1H0Z
chapter,II,chapter,02
block,C00-C97,block,
block,C00-C75,category,2D3Z
block,C00-C14,category,2B6Z
category,C00,category,2B60.Z
category,C00.0,category,2B60.Z
category,C00.1,category,2B60.Z
category,C00.2,category,2B60.Z
category,C00.3,category,2B60.Z
category,C00.4,category,2B60.Z
category,C00.5,category,2B60.Z
category,C00.6,category,2B60.Z
category,C00.8,category,2B60.Z
category,C00.9,category,2B60.Z
category,C01,category,2B61.Z
category,C02,category,2B62.Z
category,C02.0,category,2B62.Z
category,C02.1,category,2B62.Z
category,C02.2,category,2B62.Z
category,C02.3,category,2B62.Z
category,C02.4,category,2B62.1
category,C02.4,category,2B62.Z
category,C02.8,category,2B62.Z
category,C02.9,category,2B62.Z
category,C03,category,2B63.Z
category,C03.0,category,2B63.Z
category,C03.1,category,2B63.Z
category,C03.9,category,2B63.Z
category,C04,category,2B64.Z
category,C04.0,category,2B64.Z
category,C04.1,category,2B64.Z
category,C04.8,category,2B64.Z
category,C04.9,category,2B64.Z
category,C05,category,2B65.Z
category,C05.0,category,2B65.Z
category,C05.1,category,2B65.Z
category,C05.2,category,2B65.Z
category,C05.8,category,2B65.Z
category,C05.9,category,2B65.Z
category,C06,category,2B66.Z
category,C06.0,category,2B66.Z
category,C06.1,category,2B66.Z
category,C06.2,category,2B66.Z
category,C06.8,category,2B66.Z
category,C06.9,category,2B66.Z
category,C07,category,2B67.Z
category,C08,category,2B68.Z
category,C08.0,category,2B68.Z
category,C08.1,category,2B68.Z
category,C08.8,category,2B68.Z
category,C08.9,category,2B68.Z
category,C09,category,2B69.Z
category,C09.0,category,2B69.Z
category,C09.1,category,2B69.Z
category,C09.8,category,2B69.Z
category,C09.9,category,2B69.Z
category,C10,category,2B6A.Z
category,C10.0,category,2B6A.Z
category,C10.1,category,2B6A.Z
category,C10.2,category,2B6A.Z
category,C10.3,category,2B6A.Z
category,C10.4,category,2B6A.Z
category,C10.8,category,2B6A.Z
category,C10.9,category,2B6A.Z
category,C11,category,2B6B.Z
category,C11.0,category,2B6B.Z
category,C11.1,category,2B6B.Z
category,C11.2,category,2B6B.Z
category,C11.3,category,2B6B.Z
category,C11.8,category,2B6B.Z
category,C11.9,category,2B6B.Z
category,C12,category,2B6C.Z
category,C13,category,2B6D.Z
category,C13.0,category,2B6D.Z
category,C13.1,category,2B6D.Z
category,C13.2,category,2B6D.Z
category,C13.8,category,2B6D.Z
category,C13.9,category,2B6D.Z
category,C14,category,2B6E.Z
category,C14.0,category,2B6E.Z
category,C14.2,category,2B6E.Z
category,C14.8,category,2B6E.Z
block,C15-C26,category,2C1Z
category,C15,category,2B70.Z
category,C15.0,category,2B70.Z
category,C15.1,category,2B70.Z
category,C15.2,category,2B70.Z
category,C15.3,category,2B70.Z
category,C15.4,category,2B70.Z
category,C15.5,category,2B70.Z
category,C15.8,category,2B70.Z
category,C15.9,category,2B70.Z
category,C16,category,2B72.Z
category,C16.0,category,2B72.Z
category,C16.1,category,2B72.Z
category,C16.2,category,2B72.Z
category,C16.3,category,2B72.Z
category,C16.4,category,2B72.Z
category,C16.5,category,2B72.Z
category,C16.6,category,2B72.Z
category,C16.8,category,2B72.Z
category,C16.9,category,2B72.Z
category,C17,category,2B80.0Z
category,C17,category,2B80.Z
category,C17.0,category,2B80.0Z
category,C17.1,category,2B80.Z
category,C17.2,category,2B80.Z
category,C17.3,category,2B80.Z
category,C17.8,category,2B80.0Z
category,C17.8,category,2B80.Z
category,C17.9,category,2B80.0Z
category,C17.9,category,2B80.Z
category,C18,category,2B90.Z
category,C18.0,category,2B90.Z
category,C18.1,category,2B81.Z
category,C18.2,category,2B90.0Z
category,C18.3,category,2B90.0Z
category,C18.4,category,2B90.2Z
category,C18.5,category,2B90.1Z
category,C18.6,category,2B90.1Z
category,C18.7,category,2B90.3Z
category,C18.8,category,2B90.Z
category,C18.9,category,2B90.Z
category,C19,category,2B91.Z
category,C20,category,2B92.Z
category,C21,category,2C00.Z
category,C21.0,category,2C00.Z
category,C21.1,category,2C00.Z
category,C21.2,category,2C00.Z
category,C21.8,category,2C00.Z
category,C22,category,2C12.Z
category,C22.0,category,2C12.02
category,C22.1,category,2C12.10
category,C22.2,category,2C12.01
category,C22.3,category,2B56.3
category,C22.4,category,2B5F.2
category,C22.7,category,2C12.0
category,C22.9,category,2C12.0
category,C23,category,2C13.Z
category,C24,category,2C17.Z
category,C24.0,category,2C14.Z
category,C24.0,category,2C15.Z
category,C24.1,category,2C16.Z
category,C24.8,category,2C17.Z
category,C24.9,category,2C17.Z
category,C25,category,2C10.Z
category,C25.0,category,2C10.Z
category,C25.1,category,2C10.Z
category,C25.2,category,2C10.Z
category,C25.3,category,2C10.Z
category,C25.4,category,2C10.Z
category,C25.7,category,2C10.Z
category,C25.8,category,2C10.Z
category,C25.9,category,2C10.Z
category,C26,category,2C11.Z
category,C26.0,category,2C11.0
category,C26.1,category,2C11.Z
category,C26.8,category,2C11.Z
category,C26.9,category,2C11.Z
block,C30-C39,category,2C2Z
category,C30,category,2C20.Z
category,C30,category,2C21.Z
category,C30.0,category,2C20.Z
category,C30.1,category,2C21.Z
category,C31,category,2C22.Z
category,C31.0,category,2C22.Z
category,C31.1,category,2C22.Z
category,C31.2,category,2C22.Z
category,C31.3,category,2C22.Z
category,C31.8,category,2C22.Z
category,C31.9,category,2C22.Z
category,C32,category,2C23.Z
category,C32.0,category,2C23.1
category,C32.1,category,2C23.2
category,C32.2,category,2C23.3
category,C32.3,category,2C23.4
category,C32.8,category,2C23.5
category,C32.9,category,2C23.Z
category,C33,category,2C24.Z
category,C34,category,2C25.Z
category,C34.0,category,2C25.Z
category,C34.1,category,2C25.Z
category,C34.2,category,2C25.Z
category,C34.3,category,2C25.Z
category,C34.8,category,2C25.Z
category,C34.9,category,2C25.Z
category,C37,category,2C27.Z
category,C38,category,2C28.Z
category,C38,block,
category,C38.0,category,2C28.1
category,C38.1,category,2C28.1
category,C38.2,category,2C28.1
category,C38.3,category,2C28.1
category,C38.4,category,2C26.Z
category,C38.8,category,2C28.1
category,C39,category,2C29.Z
category,C39.0,category,2C29.Z
category,C39.8,category,2C29.Z
category,C39.9,category,2C29.Z
block,C40-C41,category,2B5Z
block,C40-C41,category,2B51.Z
category,C40,category,2B5Z
category,C40.0,category,2B52.0
category,C40.0,category,2B51.1
category,C40.0,category,2B50.0
category,C40.1,category,2B52.0
category,C40.1,category,2B51.1
category,C40.1,category,2B50.0
category,C40.2,category,2B52.0
category,C40.2,category,2B51.1
category,C40.2,category,2B50.0
category,C40.3,category,2B52.0
category,C40.3,category,2B51.1
category,C40.3,category,2B50.0
category,C40.8,category,2B52.0
category,C40.8,category,2B51.1
category,C40.8,category,2B50.0
category,C40.9,category,2B52.0
category,C40.9,category,2B51.1
category,C40.9,category,2B50.0
category,C41,category,2B5Z
category,C41.0,category,2B52.Z
category,C41.0,category,2B51.Z
category,C41.0,category,2B50.Z
category,C41.1,category,2B52.Z
category,C41.1,category,2B51.0
category,C41.1,category,2B50.Z
category,C41.2,category,2B52.Z
category,C41.2,category,2B51.Z
category,C41.2,category,2B50.Z
category,C41.3,category,2B52.Z
category,C41.3,category,2B52.2
category,C41.3,category,2B51.Z
category,C41.3,category,2B50.2
category,C41.4,category,2B51.2
category,C41.4,category,2B52.1
category,C41.4,category,2B50.1
category,C41.8,category,2B5J
category,C41.9,category,2B5J
block,C43-C44,category,2C3Z
category,C43,category,2C30.Z
category,C43.0,category,2C30.Z
category,C43.1,category,2C30.Z
category,C43.2,category,2C30.Z
category,C43.3,category,2C30.Z
category,C43.4,category,2C30.Z
category,C43.5,category,2C30.Z
category,C43.6,category,2C30.Z
category,C43.7,category,2C30.Z
category,C43.8,category,2C30.Z
category,C43.9,category,2C30.Z
category,C44,category,2C34
category,C44,category,2C32.Z
category,C44,category,2C31.Z
category,C44,category,2C35
category,C44,category,2C33
category,C44.0,category,2C3Z
category,C44.1,category,2C3Z
category,C44.2,category,2C3Z
category,C44.3,category,2C3Z
category,C44.4,category,2C3Z
category,C44.5,category,2C3Z
category,C44.6,category,2C3Z
category,C44.7,category,2C3Z
category,C44.8,category,2C3Z
category,C44.9,category,2C3Z
block,C45-C49,category,2C5Z
block,C45-C49,category,2B57.Z
block,C45-C49,category,2C26.0
category,C45,category,2C26.0
category,C45,category,2C53.1
category,C45,category,2C51.2Z
category,C45.0,category,2C26.0
category,C45.1,category,2C51.2Z
category,C45.2,category,2C28.Z
category,C45.7,category,2C26.0
category,C45.7,category,2C53.1
category,C45.7,category,2C51.2Z
category,C45.9,category,2B5Z
category,C45.9,category,XH0XV0
category,C46,category,2B57.Z
category,C46.0,category,2B57.1
category,C46.1,category,2B57.Z
category,C46.2,category,2B57.Z
category,C46.3,category,2B57.Z
category,C46.7,category,2B57.Z
category,C46.8,category,2B57.Z
category,C46.9,category,2B57.Z
category,C47,category,2C4Z
category,C47.0,category,2C4Z
category,C47.1,category,2C4Z
category,C47.2,category,2C4Z
category,C47.3,category,2C4Z
category,C47.4,category,2C4Z
category,C47.5,category,2C4Z
category,C47.6,category,2C4Z
category,C47.8,category,2C4Z
category,C47.9,category,2C4Z
category,C47.9,category,2A02.10
category,C48,category,2C50.Z
category,C48,category,2C51.Z
category,C48.0,category,2C50.Z
category,C48.1,category,2B5F.10
category,C48.1,category,2C52.0
category,C48.2,category,2C51.Z
category,C48.8,category,2C53.1
category,C48.8,category,2C53.0
category,C49,category,2B5K
category,C49.0,category,2B5K
category,C49.1,category,2B5K
category,C49.2,category,2B5K
category,C49.3,category,2B5K
category,C49.4,category,2B5K
category,C49.5,category,2B5K
category,C49.6,category,2B5K
category,C49.8,category,2B5K
category,C49.9,category,2B5K
block,C50-C50,category,2C6Z
category,C50,category,2C6Z
category,C50,category,2C65
category,C50.0,category,2C6Z
category,C50.1,category,2C6Z
category,C50.2,category,2C6Z
category,C50.3,category,2C6Z
category,C50.4,category,2C6Z
category,C50.5,category,2C6Z
category,C50.6,category,2C6Z
category,C50.8,category,2C6Z
category,C50.9,category,2C6Z
block,C51-C58,category,2C7Z
category,C51,category,2C70.Z
category,C51.0,category,2C70.Z
category,C51.1,category,2C70.Z
category,C51.2,category,2C70.Z
category,C51.8,category,2C70.Z
category,C51.9,category,2C70.Z
category,C52,category,2C71.Z
category,C53,category,2C77.Z
category,C53.0,category,2C77.Z
category,C53.1,category,2C77.Z
category,C53.8,category,2C77.Z
category,C53.9,category,2C77.Z
category,C54,category,2C76.Z
category,C54.0,category,2C76.Z
category,C54.1,category,2C76.Z
category,C54.2,category,2C76.Z
category,C54.3,category,2C76.Z
category,C54.8,category,2C76.Z
category,C54.9,category,2C76.Z
category,C55,category,2C78
category,C56,category,2C73.Z
category,C57,category,2C7Z
category,C57.0,category,2C74.Z
category,C57.1,category,2C72.Z
category,C57.2,category,2C72.Z
category,C57.3,category,2C72.Z
category,C57.4,category,2C72.Z
category,C57.7,category,2C7Z
category,C57.8,category,2C72.2
category,C57.9,category,2C7Z
category,C58,category,2C75.Z
block,C60-C63,category,2C8Z
category,C60,category,2C81.Z
category,C60.0,category,2C81.Z
category,C60.1,category,2C81.Z
category,C60.2,category,2C81.Z
category,C60.8,category,2C81.Z
category,C60.9,category,2C81.Z
category,C61,category,2C82.Z
category,C62,category,2C80.Z
category,C62.0,category,2C80.Z
category,C62.1,category,2C80.Z
category,C62.9,category,2C80.Z
category,C63,category,2C84
category,C63.0,category,2C84
category,C63.1,category,2C84
category,C63.2,category,2C84
category,C63.7,category,2C84
category,C63.8,category,2C84
category,C63.9,category,2C8Z
block,C64-C68,category,2C9Z
category,C64,category,2C90.Z
category,C65,category,2C91.Z
category,C66,category,2C92.Z
category,C67,category,2C94.Z
category,C67.0,category,2C94.Z
